1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000589332805e+00,1.000000000577456527e+00,1.000000000577451198e+00,1.000000000577451642e+00,1.000000000577455195e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451420e+00,1.000000000577451642e+00,1.000000000577451420e+00,1.000000000577451642e+00
9.999999871379122718e-01,9.999999870565515758e-01,9.999999870564418858e-01,9.999999870564528770e-01,9.999999870565251525e-01,9.999999870564496574e-01,9.999999870564495463e-01,9.999999870564496574e-01,9.999999870564495463e-01,9.999999870564496574e-01,9.999999870564495463e-01,9.999999870564496574e-01,9.999999870564495463e-01,9.999999870564496574e-01,9.999999870564495463e-01,9.999999870564496574e-01,9.999999870564495463e-01,9.999999870564496574e-01,9.999999870564495463e-01,9.999999870564496574e-01,9.999999870564495463e-01,9.999999870564496574e-01,9.999999870564495463e-01,9.999999870564496574e-01,9.999999870564495463e-01,9.999999870564496574e-01,9.999999870564495463e-01,9.999999870564496574e-01,9.999999870564494353e-01,9.999999870564496574e-01,9.999999870564494353e-01,9.999999870564496574e-01,9.999999870564494353e-01,9.999999870564496574e-01,9.999999870564496574e-01,9.999999870564496574e-01,9.999999870564496574e-01
9.999999356054442012e-01,9.999999354205224567e-01,9.999999354200245216e-01,9.999999354200741486e-01,9.999999354204031077e-01,9.999999354200600488e-01,9.999999354200592716e-01,9.999999354200597157e-01,9.999999354200599377e-01,9.999999354200596047e-01,9.999999354200593826e-01,9.999999354200596047e-01,9.999999354200593826e-01,9.999999354200596047e-01,9.999999354200593826e-01,9.999999354200596047e-01,9.999999354200593826e-01,9.999999354200596047e-01,9.999999354200593826e-01,9.999999354200596047e-01,9.999999354200592716e-01,9.999999354200596047e-01,9.999999354200593826e-01,9.999999354200596047e-01,9.999999354200592716e-01,9.999999354200596047e-01,9.999999354200593826e-01,9.999999354200596047e-01,9.999999354200592716e-01,9.999999354200596047e-01,9.999999354200593826e-01,9.999999354200596047e-01,9.999999354200594937e-01,9.999999354200597157e-01,9.999999354200596047e-01,9.999999354200597157e-01,9.999999354200594937e-01
9.999998264619890387e-01,9.999998262479550259e-01,9.999998262471367916e-01,9.999998262472180599e-01,9.999998262477589606e-01,9.999998262471955224e-01,9.999998262471938570e-01,9.999998262471945232e-01,9.999998262471951893e-01,9.999998262471945232e-01,9.999998262471940791e-01,9.999998262471944122e-01,9.999998262471940791e-01,9.999998262471943011e-01,9.999998262471940791e-01,9.999998262471944122e-01,9.999998262471940791e-01,9.999998262471945232e-01,9.999998262471940791e-01,9.999998262471941901e-01,9.999998262471939681e-01,9.999998262471943011e-01,9.999998262471940791e-01,9.999998262471944122e-01,9.999998262471938570e-01,9.999998262471943011e-01,9.999998262471939681e-01,9.999998262471941901e-01,9.999998262471939681e-01,9.999998262471944122e-01,9.999998262471940791e-01,9.999998262471944122e-01,9.999998262471941901e-01,9.999998262471944122e-01,9.999998262471943011e-01,9.999998262471944122e-01,9.999998262471943011e-01
9.999998773330983637e-01,9.999998771093167038e-01,9.999998771083558058e-01,9.999998771084511739e-01,9.999998771090866656e-01,9.999998771084249727e-01,9.999998771084228633e-01,9.999998771084235294e-01,9.999998771084245286e-01,9.999998771084235294e-01,9.999998771084230853e-01,9.999998771084233073e-01,9.999998771084230853e-01,9.999998771084231963e-01,9.999998771084230853e-01,9.999998771084233073e-01,9.999998771084230853e-01,9.999998771084235294e-01,9.999998771084229743e-01,9.999998771084231963e-01,9.999998771084228633e-01,9.999998771084231963e-01,9.999998771084230853e-01,9.999998771084233073e-01,9.999998771084228633e-01,9.999998771084233073e-01,9.999998771084229743e-01,9.999998771084231963e-01,9.999998771084229743e-01,9.999998771084233073e-01,9.999998771084230853e-01,9.999998771084233073e-01,9.999998771084233073e-01,9.999998771084233073e-01,9.999998771084234184e-01,9.999998771084235294e-01,9.999998771084233073e-01
9.999987321209415914e-01,9.999987318246373880e-01,9.999987318230799671e-01,9.999987318232347322e-01,9.999987318242647971e-01,9.999987318231928768e-01,9.999987318231885469e-01,9.999987318231894351e-01,9.999987318231918776e-01,9.999987318231894351e-01,9.999987318231891020e-01,9.999987318231893241e-01,9.999987318231888800e-01,9.999987318231892131e-01,9.999987318231891020e-01,9.999987318231892131e-01,9.999987318231889910e-01,9.999987318231894351e-01,9.999987318231888800e-01,9.999987318231891020e-01,9.999987318231887690e-01,9.999987318231891020e-01,9.999987318231891020e-01,9.999987318231893241e-01,9.999987318231886579e-01,9.999987318231892131e-01,9.999987318231888800e-01,9.999987318231889910e-01,9.999987318231887690e-01,9.999987318231893241e-01,9.999987318231889910e-01,9.999987318231892131e-01,9.999987318231892131e-01,9.999987318231891020e-01,9.999987318231893241e-01,9.999987318231894351e-01,9.999987318231893241e-01
9.999943420977894792e-01,9.999943417000578538e-01,9.999943416975533017e-01,9.999943416978018806e-01,9.999943416994588885e-01,9.999943416977359334e-01,9.999943416977277177e-01,9.999943416977290500e-01,9.999943416977339350e-01,9.999943416977288280e-01,9.999943416977286059e-01,9.999943416977288280e-01,9.999943416977282729e-01,9.999943416977286059e-01,9.999943416977287169e-01,9.999943416977288280e-01,9.999943416977286059e-01,9.999943416977287169e-01,9.999943416977284949e-01,9.999943416977287169e-01,9.999943416977281618e-01,9.999943416977286059e-01,9.999943416977286059e-01,9.999943416977288280e-01,9.999943416977282729e-01,9.999943416977287169e-01,9.999943416977283839e-01,9.999943416977283839e-01,9.999943416977281618e-01,9.999943416977289390e-01,9.999943416977287169e-01,9.999943416977287169e-01,9.999943416977287169e-01,9.999943416977287169e-01,9.999943416977287169e-01,9.999943416977290500e-01,9.999943416977288280e-01
9.999850497406371774e-01,9.999850493168896959e-01,9.999850493137660834e-01,9.999850493140761687e-01,9.999850493161428489e-01,9.999850493139950114e-01,9.999850493139835761e-01,9.999850493139853524e-01,9.999850493139920138e-01,9.999850493139847973e-01,9.999850493139845753e-01,9.999850493139849084e-01,9.999850493139844643e-01,9.999850493139847973e-01,9.999850493139846863e-01,9.999850493139847973e-01,9.999850493139847973e-01,9.999850493139849084e-01,9.999850493139845753e-01,9.999850493139849084e-01,9.999850493139844643e-01,9.999850493139847973e-01,9.999850493139845753e-01,9.999850493139849084e-01,9.999850493139844643e-01,9.999850493139849084e-01,9.999850493139844643e-01,9.999850493139844643e-01,9.999850493139843532e-01,9.999850493139850194e-01,9.999850493139846863e-01,9.999850493139850194e-01,9.999850493139847973e-01,9.999850493139846863e-01,9.999850493139846863e-01,9.999850493139850194e-01,9.999850493139850194e-01
9.999892968895112144e-01,9.999892965606490547e-01,9.999892965574231907e-01,9.999892965577433790e-01,9.999892965598778938e-01,9.999892965576603343e-01,9.999892965576474557e-01,9.999892965576494541e-01,9.999892965576571147e-01,9.999892965576487880e-01,9.999892965576486770e-01,9.999892965576488990e-01,9.999892965576484549e-01,9.999892965576487880e-01,9.999892965576487880e-01,9.999892965576488990e-01,9.999892965576487880e-01,9.999892965576488990e-01,9.999892965576486770e-01,9.999892965576488990e-01,9.999892965576484549e-01,9.999892965576488990e-01,9.999892965576485659e-01,9.999892965576488990e-01,9.999892965576484549e-01,9.999892965576488990e-01,9.999892965576485659e-01,9.999892965576485659e-01,9.999892965576483439e-01,9.999892965576490100e-01,9.999892965576487880e-01,9.999892965576490100e-01,9.999892965576487880e-01,9.999892965576487880e-01,9.999892965576486770e-01,9.999892965576492321e-01,9.999892965576490100e-01
